"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS017807","XX0000871BWC","Gratis","Preble County","OH","Gratis Police Department","Police","The Gratis Police Department received a $13,627 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428271","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017808","OH0781400BWC","Lordstown","Trumbull County","OH","Lordstown Village Police Department","Police","The Lordstown Police Department received a $15,000 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428273","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017809","OH0762700BWC","Canton","Stark County","OH","Stark County Park District Public Safety Department","Police","The Stark County Park District Public Safety Department received a $31,450 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Parks","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428274","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017810","OH0871900BWC","Pemberville","Wood County","OH","Pemberville Police Department","Police","The Pemberville Police Department received a $8,453 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428268","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017811","OH0790200BWC","Dover","Tuscarawas County","OH","Dover Police Department","Police","The Dover Police Department received a $58,366 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428267","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017812","OH0782100BWC","Warren Township","Trumbull County","OH","Warren Township Police Department","Police","The Warren Township Police Department received a $4,823 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428266","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017813","OH0771500BWC","Boston Heights","Summit County","OH","Boston Heights Police Department","Police","The Boston Heights Police Department received a $26,593 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428265","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017814","OH0771000BWC","Norton","Summit County","OH","Norton Police Department","Police","The Norton Police Department received a $59,232 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428264","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017815","OH0770700BWC","Macedonia","Summit County","OH","Macedonia Police Department","Police","The Macedonia Police Department received a $62,000 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428263","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017816","OH0760300BWC","Canal Fulton","Stark County","OH","Canal Fulton Police Department","Police","The Canal Fulton Police Department received a $47,325 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428262","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017817","OH0760200BWC","Brewster","Stark County","OH","Brewster Police Department","Police","The Brewster Police Department received a $12,614 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428261","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017818","OH0710000BWC","Chillicothe","Ross County","OH","Ross County Sheriff's Office","Sheriff","The Ross County Sheriff's Office received a $80,950 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","County","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428260","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017819","OH0680900BWC","West Alexandria","Preble County","OH","West Alexandria Police Department","Police","The West Alexandria Police Department received a $8,545 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428259","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017820","OH0640200BWC","New Lexington","Perry County","OH","New Lexington Police Department","Police","The New Lexington Police Department received a $28,644 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428258","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017821","OH0620200BWC","Port Clinton","Ottawa County","OH","Port Clinton Police Department","Police","The Port Clinton Police Department received a $24,992 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428257","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017822","OH0600900BWC","Roseville","Muskingum County","OH","Roseville Police Department","Police","The Roseville Police Department received a $8,910 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428256","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017823","OH0590000BWC","Mount Gilead","Morrow County","OH","Morrow County Sheriff's Office","Sheriff","The Morrow County Sheriff's Office received a $10,354 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","County","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428255","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017824","OH0580100BWC","McConnelsville","Morgan County","OH","McConnelsville Police Department","Police","The McConnelsville Police Department received a $8,539 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428254","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017825","OH0550000BWC","Troy","Miami County","OH","Miami County Sheriff's Office","Sheriff","The Miami County Sheriff's Office received a $87,656 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","County","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428253","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017826","OH0540400BWC","Coldwater","Mercer County","OH","Coldwater Police Department","Police","The Coldwater Police Department received a $22,600 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428252","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017827","OH0501400BWC","Youngstown","Mahoning County","OH","Youngstown State University Police Department","Police","The Youngstown State University Police Department received a $41,548 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","University","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428251","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017828","OH0480600BWC","Sylvania Township","Lucas County","OH","Sylvania Township Police Department","Police","The Sylvania Township Police Department received a $26,876 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services. In January 2022, Ohio Governor Mike DeWine awarded $83,634.66 to the Sylvania Township Police for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428250","","Governor Mike DeWine's X account","","3/28/2025","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022",""
"AOS017829","OH0470300BWC","Avon Lake","Lorain County","OH","Avon Lake Police Department","Police","The Avon Lake Police Department received a $19,373 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","Municipal","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428249","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
"AOS017830","OH0450000BWC","Newark","Licking County","OH","Licking County Sheriff's Office","Sheriff","The Licking County Sheriff's Office received a $12,540 grant to purchase body-worn cameras in 2025 from the Ohio Office of Criminal Justice Services.","County","Body-worn Cameras","","","https://www.documentcloud.org/documents/26180117-ocjs-bwc-grant-funding-awards-032525-v2/","","Ohio Department of Public Safety","","3/26/2025","https://x.com/GovMikeDeWine/status/1905784219986428248","","Governor Mike DeWine's X account","","3/28/2025","","","","","",""
